GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
TiKV Java Client,binlog,CisternOuterClass.DumpDDLJobsReq.Builder,183,0,12,0,58,0,31,0,25,0
TiKV Java Client,binlog,PumpOuterClass.PullBinlogResp.Builder,345,0,42,0,100,0,52,0,31,0
TiKV Java Client,binlog,CisternGrpc,183,0,16,0,64,0,15,0,7,0
TiKV Java Client,binlog,PumpOuterClass.Entity,624,0,94,0,160,0,90,0,41,0
TiKV Java Client,binlog,CisternGrpc.CisternImplBase,43,0,0,0,18,0,5,0,5,0
TiKV Java Client,binlog,BinlogOuterClass.MutationType,124,0,8,0,27,0,16,0,10,0
TiKV Java Client,binlog,PumpOuterClass.WriteBinlogResp.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
TiKV Java Client,binlog,PumpOuterClass.Meta,413,0,44,0,117,0,58,0,35,0
TiKV Java Client,binlog,CisternGrpc.CisternBaseDescriptorSupplier,10,0,0,0,3,0,3,0,3,0
TiKV Java Client,binlog,BinlogOuterClass.PrewriteValue.Builder,699,0,74,0,189,0,83,0,46,0
TiKV Java Client,binlog,PumpGrpc.PumpMethodDescriptorSupplier,12,0,0,0,4,0,2,0,2,0
TiKV Java Client,binlog,CisternOuterClass.NotifyReq,293,0,26,0,89,0,46,0,33,0
TiKV Java Client,binlog,CisternGrpc.CisternFileDescriptorSupplier,3,0,0,0,1,0,1,0,1,0
TiKV Java Client,binlog,PumpOuterClass.PullBinlogReq,462,0,60,0,126,0,68,0,37,0
TiKV Java Client,binlog,CisternOuterClass.DumpBinlogResp,468,0,53,0,129,0,64,0,36,0
TiKV Java Client,binlog,CisternOuterClass.NotifyResp,293,0,26,0,89,0,46,0,33,0
TiKV Java Client,binlog,PumpGrpc,140,0,12,0,48,0,12,0,6,0
TiKV Java Client,binlog,BinlogOuterClass.Binlog.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
TiKV Java Client,binlog,CisternGrpc.CisternFutureStub,29,0,0,0,7,0,4,0,4,0
TiKV Java Client,binlog,PumpGrpc.PumpStub,31,0,0,0,9,0,4,0,4,0
TiKV Java Client,binlog,PumpOuterClass.WriteBinlogResp.Builder,246,0,20,0,81,0,37,0,27,0
TiKV Java Client,binlog,CisternOuterClass,145,0,0,0,29,0,4,0,4,0
TiKV Java Client,binlog,PumpGrpc.PumpImplBase,31,0,0,0,13,0,4,0,4,0
TiKV Java Client,binlog,CisternGrpc.CisternStub,41,0,0,0,12,0,5,0,5,0
TiKV Java Client,binlog,CisternOuterClass.NotifyReq.Builder,148,0,10,0,47,0,27,0,22,0
TiKV Java Client,binlog,PumpOuterClass.Pos.Builder,218,0,14,0,69,0,35,0,28,0
TiKV Java Client,binlog,CisternOuterClass.DumpDDLJobsReq.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
TiKV Java Client,binlog,PumpOuterClass.PullBinlogReq.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
TiKV Java Client,binlog,PumpGrpc.MethodHandlers,38,0,3,0,13,0,5,0,3,0
TiKV Java Client,binlog,PumpOuterClass.Entity.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
TiKV Java Client,binlog,PumpOuterClass.WriteBinlogReq.Builder,230,0,16,0,72,0,36,0,28,0
TiKV Java Client,binlog,CisternOuterClass.new Descriptors.FileDescriptor.InternalDescriptorAssigner() {...},8,0,0,0,3,0,2,0,2,0
TiKV Java Client,binlog,PumpOuterClass.WriteBinlogResp,390,0,39,0,116,0,55,0,35,0
TiKV Java Client,binlog,CisternOuterClass.DumpBinlogReq,354,0,35,0,103,0,52,0,34,0
TiKV Java Client,binlog,BinlogOuterClass.Binlog,1063,0,182,0,240,0,144,0,49,0
TiKV Java Client,binlog,PumpOuterClass.Meta.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
TiKV Java Client,binlog,PumpOuterClass.PullBinlogResp.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
TiKV Java Client,binlog,PumpOuterClass.Meta.Builder,218,0,14,0,69,0,35,0,28,0
TiKV Java Client,binlog,PumpOuterClass.Pos.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
TiKV Java Client,binlog,CisternOuterClass.DumpDDLJobsResp.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
TiKV Java Client,binlog,PumpOuterClass.PullBinlogReq.Builder,380,0,44,0,111,0,56,0,34,0
TiKV Java Client,binlog,PumpOuterClass.WriteBinlogReq.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
TiKV Java Client,binlog,CisternOuterClass.DumpDDLJobsResp,420,0,41,0,113,0,57,0,36,0
TiKV Java Client,binlog,CisternOuterClass.DumpBinlogReq.Builder,183,0,12,0,58,0,31,0,25,0
TiKV Java Client,binlog,BinlogOuterClass.TableMutation.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
TiKV Java Client,binlog,BinlogOuterClass.TableMutation.new Internal.ListAdapter.Converter() {...},13,0,2,0,3,0,3,0,2,0
TiKV Java Client,binlog,PumpOuterClass.PullBinlogResp,403,0,51,0,112,0,62,0,36,0
TiKV Java Client,org.tikv.txn.type,GroupKeyResult,15,0,0,0,6,0,3,0,3,0
TiKV Java Client,org.tikv.txn.type,BatchKeys,44,0,0,0,14,0,7,0,7,0
TiKV Java Client,org.tikv.txn.type,ClientRPCResult,33,0,0,0,14,0,7,0,7,0
TiKV Java Client,org.tikv.common.statistics,IndexStatistics,85,0,6,0,25,0,11,0,8,0
TiKV Java Client,org.tikv.common.statistics,Histogram,467,0,40,0,87,0,39,0,19,0
TiKV Java Client,org.tikv.common.statistics,Histogram.Builder,51,0,0,0,13,0,7,0,7,0
TiKV Java Client,org.tikv.common.statistics,CMSketch,180,0,8,0,35,0,14,0,10,0
TiKV Java Client,org.tikv.common.statistics,ColumnStatistics,43,0,0,0,18,0,9,0,9,0
TiKV Java Client,org.tikv.common.statistics,TableStatistics,46,0,0,0,17,0,10,0,10,0
TiKV Java Client,org.tikv.common.statistics,Bucket,106,0,10,0,26,0,18,0,13,0
TiKV Java Client,org.tikv.kvproto,Kvrpcpb.PhysicalScanLockRequest.new AbstractParser() {...},7,3,0,0,1,1,1,1,1,1
TiKV Java Client,org.tikv.kvproto,Pdpb.RegionHeartbeatResponse.new AbstractParser() {...},7,3,0,0,1,1,1,1,1,1
TiKV Java Client,org.tikv.kvproto,RaftServerpb.RaftSnapshotData,751,0,109,0,186,0,103,0,46,0
TiKV Java Client,org.tikv.kvproto,Cdcpb,488,0,0,0,66,0,4,0,4,0
TiKV Java Client,org.tikv.kvproto,Cdcpb.ResolvedTs.Builder,341,0,20,0,98,0,43,0,33,0
TiKV Java Client,org.tikv.kvproto,ImportSstpb.UploadRequest,506,0,68,0,141,0,74,0,38,0
TiKV Java Client,org.tikv.kvproto,Kvrpcpb.CommitTsTooLarge.new AbstractParser() {...},10,0,0,0,0,0,2,0,2,0
TiKV Java Client,org.tikv.kvproto,Kvrpcpb.TxnInfo.Builder,218,0,14,0,0,0,35,0,28,0
TiKV Java Client,org.tikv.kvproto,Diagnosticspb.LogMessage.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
TiKV Java Client,org.tikv.kvproto,Pdpb.GetStoreResponse.Builder,651,88,97,9,176,30,96,6,43,6
TiKV Java Client,org.tikv.kvproto,Pdpb.SplitRegionsRequest.new AbstractParser() {...},7,3,0,0,1,1,1,1,1,1
TiKV Java Client,org.tikv.kvproto,RaftCmdpb.Response,1221,0,237,0,281,0,182,0,59,0
TiKV Java Client,org.tikv.kvproto,Cdcpb.ResolvedTs,546,0,61,0,145,0,69,0,37,0
TiKV Java Client,org.tikv.kvproto,RaftCmdpb.GetResponse,352,0,35,0,102,0,52,0,34,0
TiKV Java Client,org.tikv.kvproto,Kvrpcpb.RawGetRequest.Builder,414,76,50,6,121,27,61,6,33,6
TiKV Java Client,org.tikv.kvproto,RaftServerpb.KeyValue.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
TiKV Java Client,org.tikv.kvproto,Kvrpcpb.RawCASResponse,562,99,81,10,0,0,77,12,32,9
TiKV Java Client,org.tikv.kvproto,Pdpb.IsBootstrappedResponse.new AbstractParser() {...},7,3,0,0,1,1,1,1,1,1
TiKV Java Client,org.tikv.kvproto,RaftCmdpb.RaftCmdRequest.Builder,1220,0,164,0,331,0,151,0,69,0
TiKV Java Client,org.tikv.kvproto,ImportSstpb.IngestRequest,510,0,76,0,134,0,78,0,39,0
TiKV Java Client,org.tikv.kvproto,Pdpb.RegionHeartbeatResponse,1189,22,235,0,272,8,176,4,54,4
TiKV Java Client,org.tikv.kvproto,Encryptionpb.MasterKeyPlaintext,293,0,26,0,89,0,46,0,33,0
TiKV Java Client,org.tikv.kvproto,Kvrpcpb.LeaderInfo.new AbstractParser() {...},10,0,0,0,0,0,2,0,2,0
TiKV Java Client,org.tikv.kvproto,Diagnosticspb.SearchLogResponse.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
TiKV Java Client,org.tikv.kvproto,RaftCmdpb.SplitResponse,510,0,76,0,134,0,78,0,39,0
TiKV Java Client,org.tikv.kvproto,Pdpb.AskSplitResponse,626,28,86,0,158,10,81,4,36,4
TiKV Java Client,org.tikv.kvproto,BackupOuterClass.GCS,860,0,104,0,246,0,100,0,45,0
TiKV Java Client,org.tikv.kvproto,ImportKvpb.OpenEngineResponse.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
TiKV Java Client,org.tikv.kvproto,Pdpb.ResponseHeader.new AbstractParser() {...},0,10,0,0,0,2,0,2,0,2
TiKV Java Client,org.tikv.kvproto,Kvrpcpb.VerBatchGetResponse.Builder,826,0,100,0,0,0,101,0,51,0
TiKV Java Client,org.tikv.kvproto,ImportSstpb.CompactResponse,293,0,26,0,89,0,46,0,33,0
TiKV Java Client,org.tikv.kvproto,Pdpb.OperatorStatus,149,0,12,0,32,0,18,0,10,0
TiKV Java Client,org.tikv.kvproto,Kvrpcpb.VerBatchMutRequest,559,25,75,0,0,0,77,4,38,4
TiKV Java Client,org.tikv.kvproto,Cdcpb.Event.Row.Builder,485,0,38,0,149,0,66,0,47,0
TiKV Java Client,org.tikv.kvproto,RaftServerpb.MergeState.Builder,415,0,46,0,122,0,60,0,37,0
TiKV Java Client,org.tikv.kvproto,Encryptionpb.FileDictionary,487,0,51,0,135,0,67,0,41,0
TiKV Java Client,org.tikv.kvproto,Kvrpcpb.ScanResponse.new AbstractParser() {...},0,10,0,0,0,2,0,2,0,2
TiKV Java Client,org.tikv.kvproto,Debugpb.RaftLogRequest.Builder,218,0,14,0,69,0,35,0,28,0
TiKV Java Client,org.tikv.kvproto,Kvrpcpb.CommitTsTooLarge.Builder,183,0,12,0,0,0,31,0,25,0
TiKV Java Client,org.tikv.kvproto,Kvrpcpb.VerError.Builder,246,0,20,0,0,0,37,0,27,0
TiKV Java Client,org.tikv.kvproto,Tikvpb.BatchRaftMessage,396,22,41,0,105,8,55,4,34,4
TiKV Java Client,org.tikv.kvproto,Kvrpcpb.PessimisticLockRequest,990,49,147,0,243,17,125,4,46,4
TiKV Java Client,org.tikv.kvproto,Kvrpcpb.ReadIndexResponse.Builder,577,0,76,0,164,0,81,0,43,0
TiKV Java Client,org.tikv.kvproto,Kvrpcpb.RawBatchScanResponse,503,22,66,0,127,8,71,4,37,4
TiKV Java Client,org.tikv.kvproto,Coprocessor.RegionInfo.Builder,861,0,102,0,236,0,105,0,54,0
TiKV Java Client,org.tikv.kvproto,Diagnosticspb.SearchLogResponse.Builder,623,0,68,0,170,0,76,0,42,0
TiKV Java Client,org.tikv.kvproto,Errorpb.MaxTimestampNotSynced.Builder,148,0,10,0,47,0,27,0,22,0
TiKV Java Client,org.tikv.kvproto,Mpp.CancelTaskRequest.new AbstractParser() {...},7,3,0,0,1,1,1,1,1,1
TiKV Java Client,org.tikv.kvproto,ImportSstpb.UploadRequest.ChunkCase,61,0,4,0,14,0,8,0,5,0
TiKV Java Client,org.tikv.kvproto,Mpp.EstablishMPPConnectionRequest.Builder,542,0,74,0,153,0,77,0,40,0
TiKV Java Client,org.tikv.kvproto,Mpp.TaskMeta.Builder,351,0,26,0,114,0,49,0,36,0
TiKV Java Client,org.tikv.kvproto,Pdpb.ChangePeer,472,0,62,0,127,0,70,0,38,0
TiKV Java Client,org.tikv.kvproto,ImportSstpb.CompactRequest,455,0,60,0,124,0,68,0,37,0
TiKV Java Client,org.tikv.kvproto,Kvrpcpb.PessimisticRollbackResponse,503,22,66,0,127,8,71,4,37,4
TiKV Java Client,org.tikv.kvproto,Pdpb.ResponseHeader.Builder,330,50,41,3,93,18,51,5,29,5
TiKV Java Client,org.tikv.kvproto,Cdcpb.Event.Entries.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
TiKV Java Client,org.tikv.kvproto,Errorpb.StaleCommand,293,0,26,0,89,0,46,0,33,0
TiKV Java Client,org.tikv.kvproto,Pdpb.ChangePeerV2.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
TiKV Java Client,org.tikv.kvproto,Kvrpcpb.GetRequest.new AbstractParser() {...},0,10,0,0,0,2,0,2,0,2
TiKV Java Client,org.tikv.kvproto,Metapb.Store,722,560,95,71,166,174,94,51,34,22
TiKV Java Client,org.tikv.kvproto,Metapb.Region,354,452,72,46,79,119,72,37,25,22
TiKV Java Client,org.tikv.kvproto,Debugpb.BottommostLevelCompaction,123,0,10,0,28,0,16,0,10,0
TiKV Java Client,org.tikv.kvproto,Diagnosticspb.ServerInfoResponse,418,0,41,0,113,0,59,0,38,0
TiKV Java Client,org.tikv.kvproto,Mpp.Error,443,0,48,0,129,0,61,0,36,0
TiKV Java Client,org.tikv.kvproto,Kvrpcpb.VerMutRequest.Builder,577,0,76,0,0,0,81,0,43,0
TiKV Java Client,org.tikv.kvproto,DebugGrpc,699,0,64,0,256,0,51,0,19,0
TiKV Java Client,org.tikv.kvproto,BackupGrpc.BackupStub,21,0,0,0,6,0,3,0,3,0
TiKV Java Client,org.tikv.kvproto,ImportKvpb.WriteBatch.Builder,664,0,70,0,183,0,80,0,45,0
TiKV Java Client,org.tikv.kvproto,Debugpb.GetMetricsResponse,730,0,87,0,207,0,88,0,42,0
TiKV Java Client,org.tikv.kvproto,ImportKvpb.ImportEngineRequest.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
TiKV Java Client,org.tikv.kvproto,Kvrpcpb.BatchGetResponse,503,237,85,31,112,68,83,24,33,14
TiKV Java Client,org.tikv.kvproto,Debugpb.RecoverFailPointResponse.Builder,148,0,10,0,47,0,27,0,22,0
TiKV Java Client,org.tikv.kvproto,Debugpb.RegionInfoRequest,354,0,35,0,103,0,52,0,34,0
TiKV Java Client,org.tikv.kvproto,Cdcpb.ChangeDataRequest.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
TiKV Java Client,org.tikv.kvproto,Errorpb.MaxTimestampNotSynced.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
TiKV Java Client,org.tikv.kvproto,RaftCmdpb.IngestSSTRequest,403,0,51,0,112,0,62,0,36,0
TiKV Java Client,org.tikv.kvproto,Kvrpcpb.RawGetKeyTTLRequest.new AbstractParser() {...},7,3,0,0,0,0,1,1,1,1
TiKV Java Client,org.tikv.kvproto,BackupOuterClass.Schema,696,0,89,0,183,0,88,0,40,0
TiKV Java Client,org.tikv.kvproto,ImportKvpb.Mutation.Builder,305,0,24,0,94,0,45,0,33,0
TiKV Java Client,org.tikv.kvproto,BackupGrpc.BackupMethodDescriptorSupplier,12,0,0,0,4,0,2,0,2,0
TiKV Java Client,org.tikv.kvproto,Kvrpcpb.VerGetResponse.Builder,772,0,108,0,0,0,106,0,52,0
TiKV Java Client,org.tikv.kvproto,Debugpb.GetResponse,352,0,35,0,102,0,52,0,34,0
TiKV Java Client,org.tikv.kvproto,Debugpb.MODULE,227,0,18,0,44,0,24,0,10,0
TiKV Java Client,org.tikv.kvproto,Kvrpcpb.VerMutation.Builder,305,0,24,0,94,0,45,0,33,0
TiKV Java Client,org.tikv.kvproto,ImportKvpb.SwitchModeRequest.Builder,443,0,52,0,134,0,62,0,36,0
TiKV Java Client,org.tikv.kvproto,Pdpb.UpdateGCSafePointRequest.Builder,380,0,44,0,111,0,56,0,34,0
TiKV Java Client,org.tikv.kvproto,RaftCmdpb.new Descriptors.FileDescriptor.InternalDescriptorAssigner() {...},8,0,0,0,3,0,2,0,2,0
TiKV Java Client,org.tikv.kvproto,Kvrpcpb.PessimisticLockRequest.new AbstractParser() {...},7,3,0,0,1,1,1,1,1,1
TiKV Java Client,org.tikv.kvproto,Debugpb.GetMetricsRequest.Builder,181,0,12,0,58,0,31,0,25,0
TiKV Java Client,org.tikv.kvproto,RaftCmdpb.StatusResponse.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
TiKV Java Client,org.tikv.kvproto,Kvrpcpb.BatchRollbackRequest,561,25,75,0,140,9,75,4,36,4
TiKV Java Client,org.tikv.kvproto,Kvrpcpb.VerGetRequest,493,25,69,0,0,0,70,4,34,4
TiKV Java Client,org.tikv.kvproto,Metapb,4,240,0,0,3,31,2,2,2,2
TiKV Java Client,org.tikv.kvproto,Kvrpcpb.VerKvPair,567,0,85,0,0,0,84,0,40,0
TiKV Java Client,org.tikv.kvproto,Metapb.RegionEpoch.new AbstractParser() {...},0,10,0,0,0,2,0,2,0,2
TiKV Java Client,org.tikv.kvproto,Metapb.StoreState,46,77,7,3,12,16,10,6,5,5
TiKV Java Client,org.tikv.kvproto,RaftCmdpb.CmdType.new Internal.EnumLiteMap() {...},6,0,0,0,2,0,2,0,2,0
TiKV Java Client,org.tikv.kvproto,Kvrpcpb.ExecDetails,510,0,76,0,0,0,78,0,39,0
TiKV Java Client,org.tikv.kvproto,Cdcpb.ChangeDataRequest.NotifyTxnStatus.Builder,623,0,68,0,170,0,76,0,42,0
TiKV Java Client,org.tikv.kvproto,Kvrpcpb.MvccGetByKeyResponse.new AbstractParser() {...},7,3,0,0,0,0,1,1,1,1
TiKV Java Client,org.tikv.kvproto,Kvrpcpb.CheckLeaderResponse,518,28,61,0,0,0,65,4,33,4
TiKV Java Client,org.tikv.kvproto,Pdpb.GetMembersRequest.Builder,294,51,37,5,81,19,47,5,26,5
TiKV Java Client,org.tikv.kvproto,Kvrpcpb.RawBatchGetResponse,422,103,55,11,99,36,64,11,33,8
TiKV Java Client,org.tikv.kvproto,ChangeDataGrpc.ChangeDataImplBase,19,0,0,0,7,0,3,0,3,0
TiKV Java Client,org.tikv.kvproto,Debugpb.ScanMvccRequest.Builder,277,0,20,0,86,0,41,0,31,0
TiKV Java Client,org.tikv.kvproto,Pdpb.SplitRegionsResponse.Builder,538,0,52,0,99,0,68,0,42,0
TiKV Java Client,org.tikv.kvproto,RaftCmdpb.Request.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
TiKV Java Client,org.tikv.kvproto,Kvrpcpb.MvccGetByStartTsResponse.Builder,687,0,88,0,0,0,92,0,48,0
TiKV Java Client,org.tikv.kvproto,Kvrpcpb.GCRequest.Builder,380,0,44,0,111,0,56,0,34,0
TiKV Java Client,org.tikv.kvproto,Errorpb.StaleCommand.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
TiKV Java Client,org.tikv.kvproto,Pdpb.UpdateServiceGCSafePointResponse.Builder,462,0,50,0,136,0,65,0,40,0
TiKV Java Client,org.tikv.kvproto,RaftCmdpb.BatchSplitResponse,418,0,41,0,113,0,59,0,38,0
TiKV Java Client,org.tikv.kvproto,Tikvpb.BatchCommandsResponse.Response,4215,0,769,0,1078,0,575,0,139,0
TiKV Java Client,org.tikv.kvproto,RaftCmdpb.PrewriteResponse.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
TiKV Java Client,org.tikv.kvproto,Kvrpcpb.RemoveLockObserverResponse,368,22,39,0,108,8,51,4,31,4
TiKV Java Client,org.tikv.kvproto,Cdcpb.Event.LogType.new Internal.EnumLiteMap() {...},6,0,0,0,2,0,2,0,2,0
TiKV Java Client,org.tikv.kvproto,Kvrpcpb.VerMutResponse.Builder,542,0,74,0,0,0,77,0,40,0
TiKV Java Client,org.tikv.kvproto,ImportKvpb.CloseEngineRequest,352,0,35,0,102,0,52,0,34,0
TiKV Java Client,org.tikv.kvproto,Kvrpcpb.MvccInfo.new AbstractParser() {...},10,0,0,0,0,0,2,0,2,0
TiKV Java Client,org.tikv.kvproto,RaftServerpb.SnapshotMeta.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
TiKV Java Client,org.tikv.kvproto,Cdcpb.TxnStatus.Builder,286,0,18,0,91,0,43,0,34,0
TiKV Java Client,org.tikv.kvproto,Pdpb.GetAllStoresRequest,304,152,43,17,74,51,53,15,25,12
TiKV Java Client,org.tikv.kvproto,Pdpb.ReportSplitRequest.Builder,739,0,106,0,206,0,102,0,49,0
TiKV Java Client,org.tikv.kvproto,ImportSstpb.Pair.OP.new Internal.EnumLiteMap() {...},6,0,0,0,2,0,2,0,2,0
TiKV Java Client,org.tikv.kvproto,RaftCmdpb.VerifyHashResponse.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
TiKV Java Client,org.tikv.kvproto,RaftCmdpb.SnapRequest.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
TiKV Java Client,org.tikv.kvproto,Pdpb.GetStoreRequest.new AbstractParser() {...},0,10,0,0,0,2,0,2,0,2
TiKV Java Client,org.tikv.kvproto,RaftCmdpb.DeleteRangeRequest,557,0,66,0,155,0,73,0,38,0
TiKV Java Client,org.tikv.kvproto,RaftCmdpb.StatusRequest,579,0,87,0,149,0,86,0,41,0
TiKV Java Client,org.tikv.kvproto,Debugpb.ListFailPointsResponse.Entry.Builder,344,0,30,0,115,0,47,0,32,0
TiKV Java Client,org.tikv.kvproto,Tikvpb.BatchRaftMessage.new AbstractParser() {...},7,3,0,0,1,1,1,1,1,1
TiKV Java Client,org.tikv.kvproto,CoprocessorV2,118,0,0,0,28,0,4,0,4,0
TiKV Java Client,org.tikv.kvproto,ImportKvpb.Error.Builder,345,0,42,0,100,0,52,0,31,0
TiKV Java Client,org.tikv.kvproto,BackupOuterClass.Local.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
TiKV Java Client,org.tikv.kvproto,RaftServerpb.SnapshotChunk,437,22,60,0,116,8,64,4,33,4
TiKV Java Client,org.tikv.kvproto,Kvrpcpb.TimeDetail.Builder,253,0,16,0,0,0,39,0,31,0
TiKV Java Client,org.tikv.kvproto,ImportKvpb.SwitchModeResponse,293,0,26,0,89,0,46,0,33,0
TiKV Java Client,org.tikv.kvproto,RaftServerpb.RaftTruncatedState.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
TiKV Java Client,org.tikv.kvproto,Kvrpcpb.PhysicalScanLockRequest,543,28,78,0,141,10,76,4,35,4
TiKV Java Client,org.tikv.kvproto,Metapb.PeerRole,50,86,9,2,14,16,12,5,5,5
TiKV Java Client,org.tikv.kvproto,Pdpb.AskBatchSplitResponse.Builder,826,0,100,0,225,0,101,0,51,0
TiKV Java Client,org.tikv.kvproto,ChangeDataGrpc.MethodHandlers,28,0,2,0,9,0,4,0,3,0
TiKV Java Client,org.tikv.kvproto,RaftServerpb.ExtraMessageType.new Internal.EnumLiteMap() {...},6,0,0,0,2,0,2,0,2,0
TiKV Java Client,org.tikv.kvproto,Pdpb.RegionStat,531,0,62,0,145,0,70,0,37,0
TiKV Java Client,org.tikv.kvproto,Pdpb.GetDCLocationInfoRequest,475,22,64,0,0,0,67,4,34,4
TiKV Java Client,org.tikv.kvproto,Metapb.new Descriptors.FileDescriptor.InternalDescriptorAssigner() {...},0,8,0,0,0,3,0,2,0,2
TiKV Java Client,org.tikv.kvproto,RaftServerpb.Done.Builder,148,0,10,0,47,0,27,0,22,0
TiKV Java Client,org.tikv.kvproto,ImportKvpb.CleanupEngineResponse.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
TiKV Java Client,org.tikv.kvproto,Debugpb.GetClusterInfoResponse.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
TiKV Java Client,org.tikv.kvproto,Kvrpcpb.Context.Builder,954,245,104,12,0,0,137,12,79,12
TiKV Java Client,org.tikv.kvproto,Errorpb.EpochNotMatch.new AbstractParser() {...},0,10,0,0,0,2,0,2,0,2
TiKV Java Client,org.tikv.kvproto,Kvrpcpb.RawBatchDeleteResponse,475,22,64,0,130,8,67,4,34,4
TiKV Java Client,org.tikv.kvproto,ImportSstpb.DownloadRequest.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
TiKV Java Client,org.tikv.kvproto,Debugpb.InjectFailPointResponse.Builder,148,0,10,0,47,0,27,0,22,0
TiKV Java Client,org.tikv.kvproto,Pdpb.GetOperatorRequest,439,22,60,0,117,8,64,4,33,4
TiKV Java Client,org.tikv.kvproto,Errorpb.StoreNotMatch,413,0,44,0,117,0,58,0,35,0
TiKV Java Client,org.tikv.kvproto,Pdpb.Region,755,0,106,0,181,0,104,0,49,0
TiKV Java Client,org.tikv.kvproto,CoprocessorV2.RawCoprocessorRequest,619,28,86,0,166,10,82,4,37,4
TiKV Java Client,org.tikv.kvproto,RaftCmdpb.RaftCmdResponse.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
TiKV Java Client,org.tikv.kvproto,Encryptionpb.MasterKeyFile.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
TiKV Java Client,org.tikv.kvproto,ImportKvpb.KVPair.Builder,242,0,18,0,75,0,37,0,28,0
TiKV Java Client,org.tikv.kvproto,ImportKvpb.CleanupEngineRequest.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
TiKV Java Client,org.tikv.kvproto,Kvrpcpb.VerGetResponse.new AbstractParser() {...},7,3,0,0,0,0,1,1,1,1
TiKV Java Client,org.tikv.kvproto,Pdpb.GetDCLocationInfoResponse.new AbstractParser() {...},7,3,0,0,0,0,1,1,1,1
TiKV Java Client,org.tikv.kvproto,Kvrpcpb.RawGetKeyTTLRequest,529,25,73,0,0,0,73,4,35,4
TiKV Java Client,org.tikv.kvproto,Kvrpcpb.RawDeleteResponse.new AbstractParser() {...},7,3,0,0,1,1,1,1,1,1
TiKV Java Client,org.tikv.kvproto,Cdcpb.Header,449,0,48,0,130,0,61,0,36,0
TiKV Java Client,org.tikv.kvproto,Kvrpcpb.PessimisticLockResponse,909,37,123,0,214,13,110,4,45,4
TiKV Java Client,org.tikv.kvproto,Pdpb.TransferLeader.Builder,345,0,42,0,100,0,52,0,31,0
TiKV Java Client,org.tikv.kvproto,Pdpb.RegionHeartbeatResponse.Builder,1759,0,268,0,482,0,231,0,97,0
TiKV Java Client,org.tikv.kvproto,Pdpb.SplitID.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
TiKV Java Client,org.tikv.kvproto,ImportSstpb.WriteRequest,550,0,76,0,153,0,80,0,40,0
TiKV Java Client,org.tikv.kvproto,Kvrpcpb.RawScanRequest.Builder,523,113,60,6,157,38,76,8,43,8
TiKV Java Client,org.tikv.kvproto,Kvrpcpb.VerBatchMutResponse.Builder,542,0,74,0,0,0,77,0,40,0
TiKV Java Client,org.tikv.kvproto,ImportKvpb.new Descriptors.FileDescriptor.InternalDescriptorAssigner() {...},8,0,0,0,3,0,2,0,2,0
TiKV Java Client,org.tikv.kvproto,Pdpb.StoreHeartbeatRequest.new AbstractParser() {...},7,3,0,0,1,1,1,1,1,1
