GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
TiKV Java Client,org.tikv.kvproto,Kvrpcpb.MvccWrite.Builder,328,0,24,0,0,0,48,0,36,0
TiKV Java Client,org.tikv.kvproto,Kvrpcpb.ScanDetail.new AbstractParser() {...},10,0,0,0,0,0,2,0,2,0
TiKV Java Client,org.tikv.kvproto,ImportSstpb.UploadResponse.Builder,148,0,10,0,47,0,27,0,22,0
TiKV Java Client,org.tikv.kvproto,Kvrpcpb.ScanDetailV2.new AbstractParser() {...},0,10,0,0,0,0,0,2,0,2
TiKV Java Client,org.tikv.kvproto,Cdcpb.Event.LogType,162,0,13,0,34,0,19,0,10,0
TiKV Java Client,org.tikv.kvproto,RaftCmdpb.SnapRequest,293,0,26,0,89,0,46,0,33,0
TiKV Java Client,org.tikv.kvproto,ImportSstpb.RewriteRule.Builder,277,0,20,0,86,0,41,0,31,0
TiKV Java Client,org.tikv.kvproto,Debugpb.RecoverFailPointRequest,390,0,39,0,116,0,55,0,35,0
TiKV Java Client,org.tikv.kvproto,Kvrpcpb.WriteConflict,586,0,71,0,0,0,76,0,38,0
TiKV Java Client,org.tikv.kvproto,Kvrpcpb.MvccGetByKeyRequest,437,22,60,0,0,0,64,4,33,4
TiKV Java Client,org.tikv.kvproto,Pdpb.PutClusterConfigResponse.Builder,345,0,42,0,100,0,52,0,31,0
TiKV Java Client,org.tikv.kvproto,Kvrpcpb.RawScanResponse.Builder,826,0,100,0,225,0,101,0,51,0
TiKV Java Client,org.tikv.kvproto,Coprocessor.BatchResponse.new AbstractParser() {...},7,3,0,0,1,1,1,1,1,1
TiKV Java Client,org.tikv.kvproto,Kvrpcpb.ExecDetailsV2,437,73,66,10,0,0,71,7,35,4
TiKV Java Client,org.tikv.kvproto,Debugpb.ModifyTikvConfigResponse.Builder,148,0,10,0,47,0,27,0,22,0
TiKV Java Client,org.tikv.kvproto,RaftCmdpb.VerifyHashRequest.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
TiKV Java Client,org.tikv.kvproto,BackupOuterClass.RawRange.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
TiKV Java Client,org.tikv.kvproto,Cdcpb.TxnStatus.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
TiKV Java Client,org.tikv.kvproto,Pdpb.ScatterRegionResponse,439,22,60,0,117,8,64,4,33,4
TiKV Java Client,org.tikv.kvproto,ImportSstpb.SwitchModeRequest.Builder,211,0,16,0,66,0,35,0,27,0
TiKV Java Client,org.tikv.kvproto,Mpp.DispatchTaskRequest,669,31,93,0,165,11,89,4,40,4
TiKV Java Client,org.tikv.kvproto,RaftCmdpb.CommitMergeResponse.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
TiKV Java Client,org.tikv.kvproto,ImportKvpb.WriteHead.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
TiKV Java Client,org.tikv.kvproto,ImportKvpb.CompactClusterResponse.Builder,148,0,10,0,47,0,27,0,22,0
TiKV Java Client,org.tikv.kvproto,Cdcpb.Event.Entries,418,0,41,0,113,0,59,0,38,0
TiKV Java Client,org.tikv.kvproto,Kvrpcpb.CheckLeaderRequest.new AbstractParser() {...},7,3,0,0,0,0,1,1,1,1
TiKV Java Client,org.tikv.kvproto,BackupOuterClass.Local,390,0,39,0,116,0,55,0,35,0
TiKV Java Client,org.tikv.kvproto,Kvrpcpb.LockInfo.new AbstractParser() {...},10,0,0,0,0,0,2,0,2,0
TiKV Java Client,org.tikv.kvproto,Metapb.Cluster.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
TiKV Java Client,org.tikv.kvproto,Kvrpcpb.UnsafeDestroyRangeResponse.new AbstractParser() {...},7,3,0,0,1,1,1,1,1,1
TiKV Java Client,org.tikv.kvproto,Pdpb.GetMembersResponse.new AbstractParser() {...},0,10,0,0,0,2,0,2,0,2
TiKV Java Client,org.tikv.kvproto,BackupOuterClass.BackupRequest,1075,0,156,0,274,0,133,0,49,0
TiKV Java Client,org.tikv.kvproto,Kvrpcpb.ScanLockResponse.new AbstractParser() {...},7,3,0,0,1,1,1,1,1,1
TiKV Java Client,org.tikv.kvproto,Pdpb.ScatterRegionRequest,986,34,158,0,239,12,128,4,45,4
TiKV Java Client,org.tikv.kvproto,Kvrpcpb.Assertion,55,68,9,1,16,12,13,3,7,3
TiKV Java Client,org.tikv.kvproto,ImportSstpb.UploadRequest.Builder,481,0,63,0,141,0,68,0,36,0
TiKV Java Client,org.tikv.kvproto,Kvrpcpb.Op,63,112,13,1,20,16,17,3,7,3
TiKV Java Client,org.tikv.kvproto,Kvrpcpb.MvccGetByStartTsRequest,439,22,60,0,0,0,64,4,33,4
TiKV Java Client,org.tikv.kvproto,Pdpb.BootstrapResponse.Builder,542,0,74,0,153,0,77,0,40,0
TiKV Java Client,org.tikv.kvproto,ImportSstpb.SwitchModeResponse.Builder,148,0,10,0,47,0,27,0,22,0
TiKV Java Client,org.tikv.kvproto,Errorpb.ReadIndexNotReady.Builder,281,0,22,0,92,0,41,0,30,0
TiKV Java Client,org.tikv.kvproto,RaftCmdpb.AdminResponse,1435,0,287,0,325,0,214,0,65,0
TiKV Java Client,org.tikv.kvproto,Tikvpb.BatchCommandsResponse.Builder,813,0,78,0,220,0,92,0,53,0
TiKV Java Client,org.tikv.kvproto,Coprocessor.Response,1235,37,215,0,292,13,168,4,55,4
TiKV Java Client,org.tikv.kvproto,Coprocessor.RegionInfo,584,0,75,0,149,0,81,0,42,0
TiKV Java Client,org.tikv.kvproto,Kvrpcpb.MvccWrite.new AbstractParser() {...},10,0,0,0,0,0,2,0,2,0
TiKV Java Client,org.tikv.kvproto,BackupOuterClass.RawRange,504,0,57,0,142,0,67,0,37,0
TiKV Java Client,org.tikv.kvproto,Debugpb.CompactResponse.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
TiKV Java Client,org.tikv.kvproto,Errorpb.RegionNotFound.Builder,183,0,12,0,58,0,31,0,25,0
TiKV Java Client,org.tikv.kvproto,Kvrpcpb.VerScanResponse.new AbstractParser() {...},7,3,0,0,0,0,1,1,1,1
TiKV Java Client,org.tikv.kvproto,ImportKvpb.SwitchModeRequest.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
TiKV Java Client,org.tikv.kvproto,Kvrpcpb.VerValue.Builder,230,0,16,0,54,0,36,0,28,0
TiKV Java Client,org.tikv.kvproto,ImportKVGrpc.ImportKVStub,110,0,0,0,32,0,12,0,12,0
TiKV Java Client,org.tikv.kvproto,Pdpb.SplitRegionsRequest.Builder,547,0,56,0,155,0,70,0,42,0
TiKV Java Client,org.tikv.kvproto,Pdpb.GetClusterConfigRequest.new AbstractParser() {...},7,3,0,0,1,1,1,1,1,1
TiKV Java Client,org.tikv.kvproto,RaftCmdpb.RaftCmdResponse,740,0,116,0,180,0,107,0,47,0
TiKV Java Client,org.tikv.kvproto,Tikvpb.new Descriptors.FileDescriptor.InternalDescriptorAssigner() {...},8,0,0,0,3,0,2,0,2,0
TiKV Java Client,org.tikv.kvproto,Pdpb.ReportBatchSplitRequest,503,22,66,0,127,8,71,4,37,4
TiKV Java Client,org.tikv.kvproto,DiagnosticsGrpc.new AbstractStub.StubFactory() {...},10,0,0,0,2,0,2,0,2,0
TiKV Java Client,org.tikv.kvproto,Kvrpcpb.TxnHeartBeatRequest.new AbstractParser() {...},7,3,0,0,1,1,1,1,1,1
TiKV Java Client,org.tikv.kvproto,ImportKvpb.CompactClusterResponse.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
TiKV Java Client,org.tikv.kvproto,DiagnosticsGrpc.new AbstractStub.StubFactory() {...},10,0,0,0,2,0,2,0,2,0
TiKV Java Client,org.tikv.kvproto,DiagnosticsGrpc.new AbstractStub.StubFactory() {...},10,0,0,0,2,0,2,0,2,0
TiKV Java Client,org.tikv.kvproto,RaftCmdpb,1206,0,0,0,127,0,4,0,4,0
TiKV Java Client,org.tikv.kvproto,Mpp.Error.Builder,279,0,22,0,92,0,41,0,30,0
TiKV Java Client,org.tikv.kvproto,ImportKvpb.Mutation.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
TiKV Java Client,org.tikv.kvproto,BackupOuterClass.StorageBackend.BackendCase,87,0,6,0,18,0,10,0,5,0
TiKV Java Client,org.tikv.kvproto,Diagnosticspb.SearchLogRequest,819,0,94,0,203,0,96,0,46,0
TiKV Java Client,org.tikv.kvproto,RaftServerpb.SnapshotChunk.new AbstractParser() {...},7,3,0,0,1,1,1,1,1,1
TiKV Java Client,org.tikv.kvproto,Kvrpcpb.RawBatchPutRequest.new AbstractParser() {...},7,3,0,0,1,1,1,1,1,1
TiKV Java Client,org.tikv.kvproto,ImportKvpb.KVPair,409,0,44,0,115,0,58,0,35,0
TiKV Java Client,org.tikv.kvproto,Kvrpcpb.RegisterLockObserverResponse.Builder,246,0,20,0,81,0,37,0,27,0
TiKV Java Client,org.tikv.kvproto,Debugpb.CompactRequest.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
TiKV Java Client,org.tikv.kvproto,ChangeDataGrpc.new AbstractStub.StubFactory() {...},10,0,0,0,2,0,2,0,2,0
TiKV Java Client,org.tikv.kvproto,ChangeDataGrpc.new AbstractStub.StubFactory() {...},10,0,0,0,2,0,2,0,2,0
TiKV Java Client,org.tikv.kvproto,Errorpb.RaftEntryTooLarge,413,0,44,0,117,0,58,0,35,0
TiKV Java Client,org.tikv.kvproto,Kvrpcpb.GCResponse.new AbstractParser() {...},7,3,0,0,1,1,1,1,1,1
TiKV Java Client,org.tikv.kvproto,RaftCmdpb.GetResponse.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
TiKV Java Client,org.tikv.kvproto,ChangeDataGrpc.new AbstractStub.StubFactory() {...},10,0,0,0,2,0,2,0,2,0
TiKV Java Client,org.tikv.kvproto,Debugpb.GetRegionPropertiesRequest.Builder,183,0,12,0,58,0,31,0,25,0
TiKV Java Client,org.tikv.kvproto,Pdpb.GetStoreRequest.Builder,317,63,39,5,88,23,50,6,28,6
TiKV Java Client,org.tikv.kvproto,Debugpb.RegionInfoResponse,617,0,101,0,156,0,94,0,42,0
TiKV Java Client,org.tikv.kvproto,Pdpb.Merge.Builder,345,0,42,0,100,0,52,0,31,0
TiKV Java Client,org.tikv.kvproto,Errorpb.NotLeader.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
TiKV Java Client,org.tikv.kvproto,Kvrpcpb.VerGetResponse,648,22,110,0,0,0,96,4,39,4
TiKV Java Client,org.tikv.kvproto,Pdpb.PutClusterConfigRequest,491,19,76,0,127,7,74,4,35,4
TiKV Java Client,org.tikv.kvproto,RaftCmdpb.PutRequest,503,0,57,0,141,0,67,0,37,0
TiKV Java Client,org.tikv.kvproto,ImportKvpb.Error.EngineNotFound.Builder,195,0,14,0,61,0,32,0,25,0
TiKV Java Client,org.tikv.kvproto,BackupGrpc.new AbstractStub.StubFactory() {...},10,0,0,0,2,0,2,0,2,0
TiKV Java Client,org.tikv.kvproto,BackupOuterClass.CompressionType,136,0,11,0,30,0,17,0,10,0
TiKV Java Client,org.tikv.kvproto,Kvrpcpb.VerError,390,0,39,0,0,0,55,0,35,0
TiKV Java Client,org.tikv.kvproto,BackupGrpc.new AbstractStub.StubFactory() {...},10,0,0,0,2,0,2,0,2,0
TiKV Java Client,org.tikv.kvproto,RaftCmdpb.Request,1221,0,237,0,281,0,182,0,59,0
TiKV Java Client,org.tikv.kvproto,BackupGrpc.new AbstractStub.StubFactory() {...},10,0,0,0,2,0,2,0,2,0
TiKV Java Client,org.tikv.kvproto,Kvrpcpb.RawBatchScanResponse.Builder,826,0,100,0,225,0,101,0,51,0
TiKV Java Client,org.tikv.kvproto,RaftCmdpb.IngestSSTRequest.Builder,345,0,42,0,100,0,52,0,31,0
TiKV Java Client,org.tikv.kvproto,Kvrpcpb.TxnHeartBeatRequest.Builder,462,0,50,0,136,0,65,0,40,0
TiKV Java Client,org.tikv.kvproto,Kvrpcpb.RawBatchGetResponse.new AbstractParser() {...},0,10,0,0,0,2,0,2,0,2
TiKV Java Client,org.tikv.kvproto,Errorpb.RaftEntryTooLarge.Builder,218,0,14,0,69,0,35,0,28,0
TiKV Java Client,org.tikv.kvproto,RaftCmdpb.SplitResponse.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
TiKV Java Client,org.tikv.kvproto,Pdpb.SyncRegionRequest.Builder,577,0,76,0,164,0,81,0,43,0
TiKV Java Client,org.tikv.kvproto,Kvrpcpb.ResolveLockRequest,737,31,99,0,176,11,94,4,42,4
TiKV Java Client,org.tikv.kvproto,RaftCmdpb.RaftCmdRequest,740,0,116,0,180,0,107,0,47,0
TiKV Java Client,org.tikv.kvproto,Pdpb.ReportSplitResponse,384,19,51,0,105,7,58,4,32,4
TiKV Java Client,org.tikv.kvproto,Pdpb.UpdateGCSafePointResponse.Builder,380,0,44,0,111,0,56,0,34,0
TiKV Java Client,org.tikv.kvproto,Debugpb.RecoverFailPointRequest.Builder,246,0,20,0,81,0,37,0,27,0
TiKV Java Client,org.tikv.kvproto,RaftCmdpb.TransferLeaderRequest,403,0,51,0,112,0,62,0,36,0
TiKV Java Client,org.tikv.kvproto,Kvrpcpb.VerGetRequest.new AbstractParser() {...},7,3,0,0,0,0,1,1,1,1
TiKV Java Client,org.tikv.kvproto,Pdpb.GetMembersResponse,634,297,105,36,140,85,104,24,40,15
TiKV Java Client,org.tikv.kvproto,Debugpb.RegionConsistencyCheckRequest.Builder,183,0,12,0,58,0,31,0,25,0
TiKV Java Client,org.tikv.kvproto,Cdcpb.ChangeDataRequest.Register,293,0,26,0,89,0,46,0,33,0
TiKV Java Client,org.tikv.kvproto,ImportSstpb.SwitchMode,110,0,9,0,26,0,15,0,10,0
TiKV Java Client,org.tikv.kvproto,RaftCmdpb.ChangePeerV2Response.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
TiKV Java Client,org.tikv.kvproto,RaftCmdpb.RaftResponseHeader.Builder,427,0,48,0,125,0,61,0,37,0
TiKV Java Client,org.tikv.kvproto,Kvrpcpb.Deadlock,470,0,53,0,0,0,64,0,36,0
TiKV Java Client,org.tikv.kvproto,Kvrpcpb.RawDeleteResponse,461,36,62,2,126,12,65,6,32,6
TiKV Java Client,org.tikv.kvproto,Kvrpcpb.VerScanRequest.Builder,573,0,58,0,0,0,78,0,49,0
TiKV Java Client,org.tikv.kvproto,RaftCmdpb.PrepareMergeResponse.Builder,148,0,10,0,47,0,27,0,22,0
TiKV Java Client,org.tikv.kvproto,Metapb.PeerRole.new Internal.EnumLiteMap() {...},3,3,0,0,1,1,1,1,1,1
TiKV Java Client,org.tikv.kvproto,Diagnosticspb.ServerInfoRequest.Builder,211,0,16,0,66,0,35,0,27,0
TiKV Java Client,org.tikv.kvproto,Kvrpcpb.IsolationLevel.new Internal.EnumLiteMap() {...},3,3,0,0,1,1,1,1,1,1
TiKV Java Client,org.tikv.kvproto,Kvrpcpb.RawScanRequest.new AbstractParser() {...},7,3,0,0,1,1,1,1,1,1
TiKV Java Client,org.tikv.kvproto,Kvrpcpb.CheckTxnStatusResponse,776,28,130,0,189,10,110,4,42,4
TiKV Java Client,org.tikv.kvproto,ImportKvpb.GetVersionRequest.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
TiKV Java Client,org.tikv.kvproto,ImportKVGrpc.ImportKVFutureStub,92,0,0,0,21,0,11,0,11,0
TiKV Java Client,org.tikv.kvproto,Kvrpcpb.PessimisticRollbackRequest,617,28,84,0,153,10,81,4,37,4
TiKV Java Client,org.tikv.kvproto,Errorpb.ProposalInMergingMode.Builder,183,0,12,0,58,0,31,0,25,0
TiKV Java Client,org.tikv.kvproto,ImportSstpb.IngestResponse.Builder,345,0,42,0,100,0,52,0,31,0
TiKV Java Client,org.tikv.kvproto,Coprocessor.BatchResponse,529,25,73,0,142,9,73,4,35,4
TiKV Java Client,org.tikv.kvproto,Kvrpcpb.RawGetKeyTTLRequest.Builder,490,0,56,0,0,0,67,0,39,0
TiKV Java Client,org.tikv.kvproto,Kvrpcpb.RegisterLockObserverRequest.new AbstractParser() {...},7,3,0,0,1,1,1,1,1,1
TiKV Java Client,org.tikv.kvproto,BackupOuterClass.Error,755,0,110,0,207,0,104,0,45,0
TiKV Java Client,org.tikv.kvproto,Kvrpcpb.MvccGetByStartTsResponse,636,25,98,0,0,0,89,4,38,4
TiKV Java Client,org.tikv.kvproto,Pdpb.ReportSplitRequest.new AbstractParser() {...},7,3,0,0,1,1,1,1,1,1
TiKV Java Client,org.tikv.kvproto,Kvrpcpb.DeleteRangeResponse.new AbstractParser() {...},7,3,0,0,1,1,1,1,1,1
TiKV Java Client,org.tikv.kvproto,Pdpb.SplitID.Builder,341,0,20,0,98,0,43,0,33,0
TiKV Java Client,org.tikv.kvproto,Encryptionpb.EncryptedContent.MetadataDefaultEntryHolder,8,0,0,0,3,0,1,0,1,0
TiKV Java Client,org.tikv.kvproto,Coprocessor.BatchRequest,725,34,102,0,178,12,95,4,41,4
TiKV Java Client,org.tikv.kvproto,Encryptionpb,4,345,0,0,3,46,2,2,2,2
TiKV Java Client,org.tikv.kvproto,Kvrpcpb.VerDeleteRangeResponse,491,19,76,0,0,0,74,4,35,4
TiKV Java Client,org.tikv.kvproto,BackupOuterClass.BackupMeta.Builder,1954,0,216,0,542,0,215,0,107,0
TiKV Java Client,org.tikv.kvproto,ImportSstpb.WriteRequest.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
TiKV Java Client,org.tikv.kvproto,Kvrpcpb.ScanResponse.Builder,888,135,121,11,237,41,118,8,53,7
TiKV Java Client,org.tikv.kvproto,Kvrpcpb.VerOp.new Internal.EnumLiteMap() {...},6,0,0,0,2,0,2,0,2,0
TiKV Java Client,org.tikv.kvproto,Kvrpcpb.PrewriteResponse,607,36,83,1,151,12,81,6,37,6
TiKV Java Client,org.tikv.kvproto,Kvrpcpb.TxnHeartBeatResponse.Builder,577,0,76,0,164,0,81,0,43,0
TiKV Java Client,org.tikv.kvproto,Tikvpb.BatchCommandsRequest.new AbstractParser() {...},7,3,0,0,1,1,1,1,1,1
TiKV Java Client,org.tikv.kvproto,Errorpb.KeyNotInRegion.Builder,324,0,24,0,100,0,46,0,34,0
TiKV Java Client,org.tikv.kvproto,Pdpb.Error.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
TiKV Java Client,org.tikv.kvproto,Pdpb.GetGCSafePointRequest.new AbstractParser() {...},7,3,0,0,1,1,1,1,1,1
TiKV Java Client,org.tikv.kvproto,Kvrpcpb.TxnNotFound,411,0,44,0,0,0,58,0,35,0
TiKV Java Client,org.tikv.kvproto,Kvrpcpb.RemoveLockObserverResponse.new AbstractParser() {...},7,3,0,0,1,1,1,1,1,1
TiKV Java Client,org.tikv.kvproto,Pdpb.BootstrapRequest.Builder,739,0,106,0,206,0,102,0,49,0
TiKV Java Client,org.tikv.kvproto,ImportSstpb.CompactResponse.Builder,148,0,10,0,47,0,27,0,22,0
TiKV Java Client,org.tikv.kvproto,Debugpb.RecoverFailPointRequest.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
TiKV Java Client,org.tikv.kvproto,Kvrpcpb.RawPutRequest.Builder,488,117,57,7,143,41,71,9,39,9
TiKV Java Client,org.tikv.kvproto,Debugpb.GetRequest.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
TiKV Java Client,org.tikv.kvproto,Pdpb.GetAllStoresResponse,407,118,52,14,95,40,63,12,33,8
TiKV Java Client,org.tikv.kvproto,Kvrpcpb.ImportResponse,475,22,64,0,130,8,67,4,34,4
TiKV Java Client,org.tikv.kvproto,ImportSstpb.UploadResponse.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
TiKV Java Client,org.tikv.kvproto,RaftCmdpb.PrepareMergeRequest.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
TiKV Java Client,org.tikv.kvproto,RaftCmdpb.PutResponse.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
TiKV Java Client,org.tikv.kvproto,Debugpb.GetMetricsRequest,349,0,35,0,103,0,52,0,34,0
TiKV Java Client,org.tikv.kvproto,Metapb.Cluster,407,0,44,0,116,0,58,0,35,0
TiKV Java Client,org.tikv.kvproto,Debugpb.GetRequest,515,0,59,0,143,0,69,0,38,0
TiKV Java Client,org.tikv.kvproto,BackupOuterClass.BackupResponse.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
TiKV Java Client,org.tikv.kvproto,Kvrpcpb.GetResponse.Builder,723,96,105,7,200,31,105,6,49,6
TiKV Java Client,org.tikv.kvproto,ImportSSTGrpc.ImportSSTFutureStub,56,0,0,0,13,0,7,0,7,0
TiKV Java Client,org.tikv.kvproto,Metapb.Peer.new AbstractParser() {...},0,10,0,0,0,2,0,2,0,2
TiKV Java Client,org.tikv.kvproto,Diagnosticspb,207,0,0,0,34,0,4,0,4,0
TiKV Java Client,org.tikv.kvproto,RaftCmdpb.ChangePeerResponse.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
TiKV Java Client,org.tikv.kvproto,Kvrpcpb.SplitRegionResponse.Builder,1220,0,164,0,331,0,151,0,69,0
TiKV Java Client,org.tikv.kvproto,Errorpb.MaxTimestampNotSynced,293,0,26,0,89,0,46,0,33,0
TiKV Java Client,org.tikv.kvproto,Kvrpcpb.RawCASRequest.Builder,527,125,61,7,0,0,76,9,42,9
TiKV Java Client,org.tikv.kvproto,Pdpb.PutStoreRequest.Builder,542,0,74,0,153,0,77,0,40,0
TiKV Java Client,org.tikv.kvproto,Kvrpcpb.CleanupRequest.new AbstractParser() {...},7,3,0,0,1,1,1,1,1,1
TiKV Java Client,org.tikv.kvproto,Pdpb.SyncRegionResponse.new AbstractParser() {...},7,3,0,0,1,1,1,1,1,1
TiKV Java Client,org.tikv.kvproto,Pdpb.GetRegionByIDRequest.new AbstractParser() {...},0,10,0,0,0,2,0,2,0,2
TiKV Java Client,org.tikv.kvproto,Debugpb.DB,123,0,10,0,28,0,16,0,10,0
TiKV Java Client,org.tikv.kvproto,RaftCmdpb.BatchSplitResponse.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
TiKV Java Client,org.tikv.kvproto,Pdpb.GetStoreResponse.new AbstractParser() {...},0,10,0,0,0,2,0,2,0,2
TiKV Java Client,org.tikv.kvproto,ImportSstpb.SSTMeta.Builder,823,0,96,0,245,0,108,0,60,0
TiKV Java Client,org.tikv.kvproto,RaftCmdpb.RegionLeaderRequest.Builder,148,0,10,0,47,0,27,0,22,0
TiKV Java Client,org.tikv.kvproto,RaftServerpb.new Descriptors.FileDescriptor.InternalDescriptorAssigner() {...},8,0,0,0,3,0,2,0,2,0
TiKV Java Client,org.tikv.kvproto,Cdcpb.Event.Row.OpType.new Internal.EnumLiteMap() {...},6,0,0,0,2,0,2,0,2,0
TiKV Java Client,org.tikv.kvproto,RaftCmdpb.ChangePeerV2Request,418,0,41,0,113,0,59,0,38,0
TiKV Java Client,org.tikv.kvproto,Coprocessor.Request,883,43,129,0,217,15,113,4,44,4
TiKV Java Client,org.tikv.kvproto,Mpp.new Descriptors.FileDescriptor.InternalDescriptorAssigner() {...},8,0,0,0,3,0,2,0,2,0
TiKV Java Client,org.tikv.kvproto,RaftCmdpb.AdminRequest,1542,0,312,0,347,0,230,0,68,0
TiKV Java Client,org.tikv.kvproto,ImportKvpb.SwitchModeRequest,497,0,64,0,138,0,71,0,38,0
TiKV Java Client,org.tikv.kvproto,RaftServerpb.RaftMessage,1134,31,212,0,265,11,162,4,51,4
TiKV Java Client,org.tikv.kvproto,Pdpb.SplitRegionsResponse,626,28,86,0,156,6,81,4,36,4
TiKV Java Client,org.tikv.kvproto,ImportKvpb.Error.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
TiKV Java Client,org.tikv.kvproto,Debugpb.DB.new Internal.EnumLiteMap() {...},6,0,0,0,2,0,2,0,2,0
TiKV Java Client,org.tikv.kvproto,Kvrpcpb.ImportRequest,452,25,50,0,118,9,61,4,35,4
TiKV Java Client,org.tikv.kvproto,Pdpb.AskBatchSplitRequest.Builder,575,0,76,0,164,0,81,0,43,0
TiKV Java Client,org.tikv.kvproto,Pdpb.GetAllStoresResponse.Builder,826,0,100,0,225,0,101,0,51,0
TiKV Java Client,org.tikv.kvproto,Pdpb.PutClusterConfigResponse,384,19,51,0,105,7,58,4,32,4
TiKV Java Client,org.tikv.kvproto,RaftCmdpb.PrewriteRequest.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
TiKV Java Client,org.tikv.kvproto,RaftCmdpb.PutResponse,293,0,26,0,89,0,46,0,33,0
TiKV Java Client,org.tikv.kvproto,Tikvpb,497,0,0,0,46,0,4,0,4,0
TiKV Java Client,org.tikv.kvproto,Debugpb.RegionConsistencyCheckResponse.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
TiKV Java Client,org.tikv.kvproto,ChangeDataGrpc.ChangeDataBaseDescriptorSupplier,10,0,0,0,3,0,3,0,3,0
TiKV Java Client,org.tikv.kvproto,Pdpb.SyncRegionResponse.Builder,1805,0,218,0,480,0,203,0,94,0
TiKV Java Client,org.tikv.kvproto,ImportKvpb.GetMetricsResponse,390,0,39,0,116,0,55,0,35,0
TiKV Java Client,org.tikv.kvproto,Cdcpb.Event.LongTxn.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
TiKV Java Client,org.tikv.kvproto,ImportKvpb.WriteEngineResponse.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
TiKV Java Client,org.tikv.kvproto,Pdpb.Timestamp.Builder,196,55,14,2,60,20,33,6,25,6
TiKV Java Client,org.tikv.kvproto,Diagnosticspb.ServerInfoResponse.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
TiKV Java Client,org.tikv.kvproto,Kvrpcpb.GCResponse,491,19,76,0,127,7,74,4,35,4
TiKV Java Client,org.tikv.kvproto,Kvrpcpb.ExecDetailsV2.Builder,542,0,74,0,0,0,77,0,40,0
TiKV Java Client,org.tikv.kvproto,BackupOuterClass.S3,1290,0,165,0,364,0,142,0,54,0
TiKV Java Client,org.tikv.kvproto,Pdpb.UpdateServiceGCSafePointRequest.new AbstractParser() {...},7,3,0,0,1,1,1,1,1,1
TiKV Java Client,org.tikv.kvproto,Cdcpb.DuplicateRequest.Builder,183,0,12,0,58,0,31,0,25,0
TiKV Java Client,org.tikv.kvproto,Kvrpcpb.AlreadyExist,352,0,35,0,0,0,52,0,34,0
TiKV Java Client,org.tikv.kvproto,Kvrpcpb.PessimisticRollbackResponse.new AbstractParser() {...},7,3,0,0,1,1,1,1,1,1
TiKV Java Client,org.tikv.kvproto,BackupGrpc,97,0,8,0,32,0,9,0,5,0
TiKV Java Client,org.tikv.kvproto,Diagnosticspb.SearchLogRequest.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
TiKV Java Client,org.tikv.kvproto,Diagnosticspb.SearchLogRequest.new Internal.ListAdapter.Converter() {...},13,0,2,0,3,0,3,0,2,0
TiKV Java Client,org.tikv.kvproto,ImportSstpb.IngestRequest.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
TiKV Java Client,org.tikv.kvproto,RaftCmdpb.BatchSplitRequest.Builder,662,0,70,0,183,0,80,0,45,0
TiKV Java Client,org.tikv.kvproto,Cdcpb.Event.LongTxn,418,0,41,0,113,0,59,0,38,0
TiKV Java Client,org.tikv.kvproto,ImportKvpb,507,0,0,0,73,0,4,0,4,0
